pat_no
4240448
4236062
4231461
4224498
4224497
4222477
4219727
4207458
4201507
4200181
4193409
4191046
4183429
4174780
4170285
4149545
4147251
4147247
4142622
4125184
4121595
4120391
4118619
4099608
4092987
4087001
4078648
4078647
4073374
4069930
4061234
4056917
4056916
4056915
4056206
4055192
4042112
4042094
4032000
4030595
4029197
4025752
4023669
3995732
3990213
3989199
3985252
3976085
3971466
3952854
3948276
9864947
9862060
9861773
9861772
9861141
9861140
9861139
9861138
9861137
9861136
9861135
9861134
9861133
9861132
9861131
9861130
9861129
9861128
9861127
9861126
9861124
9856487
9854848
9854847
9854846
9854845
9854844
9854843
9854842
9854841
9854840
9854839
9854838
9854837
9854836
9854831
9850891
9849281
9848656
9848655
9848654
9848653
9848652
9848651
9848650
9848649
9848648
9848647
9848646
9848645
9848644
9848643
9848642
9848641
9848635
9844234
9844233
9841433
9839241
9839240
9839239
9839238
9839237
9839236
9839235
9837840
9834780
9833021
9833020
9833019
9826781
9826780
9826779
9820512
9820511
9820510
9820509
9820508
9815584
9814272
9814271
9814270
9814269
9814268
9814267
9814266
9814265
9814264
9814263
9814262
9814261
9814258
9808034
9808033
9808032
9806549
9802011
9801418
9801417
9801416
9801415
9801414
9801413
9801410
9801409
9799989
9795170
9795169
9795168
9795167
9795166
9792678
9788577
9788576
9788571
9786892
9781953
9781952
9781951
9775382
9775381
9775380
9775379
9770564
9770055
9770054
9769878
9763478
9763477
9763476
9763475
9763474
9763473
9756878
9756876
9756875
9750904
9750284
9750282
9750281
9750280
9745107
9744320
9743691
9738622
9738459
9737093
9730473
9730472
9730471
9730468
9724341
9723877
9723876
9723875
9723874
9723873
9723872
9723871
9723870
9717279
9717278
9717277
9717276
9717275
9717274
9717273
9714878
9713346
9713345
9700691
9700076
9700075
9700074
9693588
9693587
9693586
9693585
9693584
9693582
9687029
9687028
9687027
9687025
9682800
9682204
9681688
9681687
9675118
9675117
9675116
9675115
9675114
9675113
9675112
9675111
9675109
9675108
9675107
9675106
9674894
9669357
9668523
9668522
9668521
9668520
9668519
9668518
9668517
9668514
9661878
9655890
9655383
9655382
9648909
9648908
9648907
9648905
9645134
9642397
9642396
9635887
9635886
9629394
9629393
9629391
9627661
9623592
9623205
9622511
9615607
9615606
9615605
9609895
9609894
9609893
9603390
9603389
9603388
9603387
9603386
9603385
9603198
9602646
9597466
9596887
9596886
9596885
9596884
9596881
9591876
9586347
9585835
9578899
9578898
9578897
9578002
9573751
9572374
9572373
9572372
9565876
9565873
9560883
9560882
9560881
9555203
9555199
9554598
9554597
9554596
9554595
9549573
9549572
9538790
9538789
9538788
9538787
9538786
9538783
9538781
9536296
9532605
9532604
9532603
9532602
9532601
9532600
9532599
9532598
9532597
9532593
9532591
9526273
9526272
9526270
9521867
9521865
9439454
9439453
9439451
9433242
9427711
9427536
9427026
9427025
9427024
9427023
9427022
9427019
9423152
9420971
9420831
9420830
9420829
9420826
9417107
9415929
9414629
9414628
9414627
9414624
9408987
9408986
9408417
9408416
9402810
9402422
9402421
9399110
9386805
9385554
9383053
9380813
9380812
9380811
9380810
9375034
9370205
9364800
9364027
9364026
9364025
9364024
9357803
9357802
9357801
9352288
9247773
9237770
9237769
9233217
9226526
9226525
9220304
9220303
9220302
9220301
9220294
9215895
9210738
9204670
9198466
9198464
9198463
9197726
9186860
9185939
9185937
9185931
9185925
9167853
9167852
9167850
9161908
9161573
9155848
9155337
9155336
9155329
9149586
9149072
9149067
9148009
9145532
9138550
9132248
9131733
9131732
9125434
9119421
9113659
9107452
9101729
9099873
9095175
9095174
9089168
9089166
9084440
9078475
9078474
9078473
9078472
9078470
9072322
9072321
9066543
9066540
9061824
9060548
9060388
9055770
9055617
9046278
9044035
9039839
9038642
9038626
9034431
9032968
9032967
9029656
9025291
9022041
9022039
9022026
9018899
9016274
9010335
9004073
8999405
8997754
8997753
8991402
8987555
8983282
8978663
8978661
8973587
8967382
8967155
8963725
8961492
8955522
8950409
8950395
8948578
8931492
8928277
8926320
8925555
8915255
8915254
8910783
8910641
8910640
8910639
8905041
8905040
8899240
8899239
8899238
8897628
8893726
8893724
8890040
8881737
8875716
8875715
8869792
8864909
8863756
8863754
8863753
8863752
8857446
8851083
8851081
8851068
8839799
8839790
8833378
8833364
8829395
8826916
8820330
8813760
8813759
8807140
8794245
8794244
8794231
8791329
8784872
8770187
8757170
8757169
8757147
8752557
8752545
8747562
8746240
8739786
8734763
8733368
8733346
8733345
8714163
8714161
8714150
8707965
8701681
8689805
8689804
8689803
8689786
8678014
8678013
8678012
8662087
8656932
8646462
8646461
8640714
8636011
8631803
8627828
8627827
8618939
8617263
8616221
8616217
8602037
8602036
8578943
8578942
8558147
8555897
8550069
8550068
8541401
8539959
8528569
8528568
8528567
8522792
8517032
8511318
8505548
8499766
8496012
8495998
8490631
8490628
8490627
8485200
8479747
8469036
8469035
8464726
8459271
8443812
8439047
8434496
8434495
8430106
8424538
8402976
8393333
8393331
8389034
8387623
8381739
8377215
8375959
8375957
8371310
8365742
8360073
8356607
8353301
8353300
8349763
8342184
8336557
8322350
8314591
8291918
8281793
8272388
8256434
8256433
8240315
8205622
8176923
8157918
8156944
8151803
8124147
8119173
8118035
8113216
8091558
8079371
8067046
8061362
8061361
8051859
8047209
8042552
8042550
8029837
8020567
8011374
8006703
8001979
7997281
7992575
7987846
7950400
7946296
7938125
7934510
7918231
7913700
7913699
7905236
7879128
7878211
7874297
7856992
7845358
7836896
7832410
7819123
7810505
7803201
7775216
7766019
7766018
7757699
7757697
7753056
7743772
7726320
7712471
7708020
7692123
7690387
7690385
7677255
7677254
7661433
7647932
7640936
7624739
7614402
7610919
7581540
7578299
7569510
7568485
7560410
7549427
7538071
7534454
7527059
7509961
7503330
7491675
7481226
7458374
7434584
7428905
7415982
7398783
7392809
7357903
7325548
7302955
7293564
7290549
7248171
7243658
7234470
7196619
7185659
7168431
7165553
7164993
7163015
7152609
7131599
7117867
7028694
7028693
7017585
7015796
7011096
7004993
6994096
6959712
6953040
6935347
6874508
6874507
6868855
6860273
6857431
6854470
6845777
6839305
6834654
6814083
6810883
6803550
6803545
6799576
6789548
6789546
6782892
6779531
6776169
6772769
6769436
6761176
6761175
6755200
6748955
6701936
6688313
6668839
6668838
6619293
6615840
6606998
6606997
6598607
6595209
6578584
6564808
6557552
6536442
6532965
6516796
6497234
6470894
6458149
6443146
6418938
6415798
6412494
6408856
6397852
6378528
6371127
6334448
6305839
6289897
6234167
6216705
6196218
6192882
6182670
6179864
6178969
6164287
6162516
6155268
6138683
6125866
6125853
6119700
6116247
6110495
6098632
6095153
6095152
6089857
6083962
6082368
6065592
6053176
6053175
6041790
6041789
6040560
6039776
6026820
6024097
5996589
5992421
5988176
5967148
5954979
5944025
5938017
5935975
5934289
5915387
5902501
5902431
5894841
5893371
5880164
5878752
5875786
5865186
5865185
5861422
5834011
5829453
5829449
5829435
5824334
5819756
5819751
5816263
5810018
5799663
5783207
5778899
5759042
5750964
5746227
5733574
5730158
5727571
5726421
5726190
5713376
5708258
5706834
5703101
5692526
5692525
5692291
5690127
5687746
5671758
5666979
5666978
5666977
5666976
5665262
5659656
5649554
5645088
5617644
5613505
5613504
5611360
5593792
5592956
5591368
5588446
5574052
5573692
5564442
5560376
5551451
5546965
5543424
5538020
5535735
5530225
5525351
5513663
5512306
5505214
5501236
5499636
5498855
5498850
5488962
5479948
5474092
5469871
5441060
5417229
5408574
5400808
5396911
5394894
5388594
5372148
5370139
5369723
5360024
5360023
5357984
5353813
5348027
5346734
5345955
5345951
5331981
5331979
5327915
5322473
5322075
5316759
5308245
5307821
5303720
5293883
5288497
5285798
5284163
5269327
5261424
5249586
5247949
5247947
5246018
5240016
5240014
5240012
5235992
5228460
5224498
5203355
5190060
5183062
5181883
5179966
5178167
5176151
5169481
5167244
5167242
5160518
5159940
5156170
5154192
5150724
5146934
5146666
5144962
5141004
5137034
5135010
5135009
5133368
5133367
5129409
5129408
5127511
5119834
5115820
5105837
5105831
5101838
5099861
5097850
5095921
5093894
5092352
5090426
5088507
5085231
5085134
5082008
5080115
5080114
5076297
5076296
5076292
5069230
5067500
5067499
5065776
5060676
5060671
5060667
5060666
5060663
5052413
5050621
5048544
5046514
5042510
5042509
5040552
5038804
5035252
5033483
5031645
5027837
5027836
5024242
5020548
5019122
5018541
5016652
5003995
4995407
4993436
4991606
4991605
4991596
4989619
4987908
4987907
4987906
4981522
4972855
4969477
4969476
4967774
4966171
4961438
4959380
4955399
4955397
4953572
4951691
4947875
4947874
4945931
4945929
4945928
4941483
4938238
4938236
4930526
4928714
4924886
4924883
4922901
4920989
4917128
4917121
4917120
4917119
4913169
4913168
4911181
4907606
4907605
4903714
4899766
4898191
4893637
4892109
4889142
4887620
4881556
4877041
4870748
4858627
4854331
4848376
4848374
4846199
4836225
4827950
4825884
4821749
4821745
4819667
4819665
4817640
4813438
4813437
4811746
4807648
4800903
4793366
4793365
4782644
4779631
4776353
4774971
4771796
4771795
4771381
4765348
4765347
4756318
4744375
4736755
4735217
4732168
4719929
4716911
4715388
4714082
4711255
4708151
4700727
4700722
4696315
4692590
4686353
4677994
4676259
4674519
4665931
4660577
4655229
4607646
4606357
4600025
4596258
4595905
4580583
4574181
4569136
4557279
4528993
4506684
4492239
4485829
4481958
4474191
4452260
4436100
4429703
4393884
4388933
4366824
4366823
4362170
4340072
4333484
4319591
4311448
4303083
4296762
4284089
4269203
4259970
4257430
4248251
4246913
4236533
4235251
4233995
4233993
4219032
4216784
4203454
4201228
4198992
4197861
4195645
4194514
4193412
4187865
4186756
4184496
4183364
4183362
4182348
4177822
4165752
4164948
4160318
4149548
4147172
4143666
4141369
4125118
4117850
4111211
4109664
4109663
4096867
4083372
4083371
4068672
4068670
4055191
4034764
4019520
4008723
4005718
3994307
3987802
3978866
3977415
3977414
3977413
3977412
3965911
3964498
3964497
3964496
3964495
3964494
3963033
3957064
3951155
3943942
3938531
3934594
3932081
3931824
9864947
9861773
9861772
9861128
9861123
9854845
9854844
9854843
9854842
9854839
9854836
9854831
9849281
9849256
9849157
9848656
9848652
9848649
9848642
9848636
9844234
9839612
9839241
9839240
9836948
9833019
9827372
9826779
9820510
9814263
9814260
9814258
9808422
9808032
9802012
9801408
9795163
9789191
9788576
9782551
9782550
9782404
9781952
9781951
9775994
9772270
9770564
9770055
9770054
9763929
9763928
9763476
9750904
9744320
9744313
9744236
9743691
9738622
9738459
9734302
9731088
9730472
9730470
9724341
9723870
9723868
9719103
9717866
9717278
9717276
9717274
9714878
9713683
9707206
9707175
9700691
9700690
9693955
9693587
9693586
9693584
9688713
9687627
9687487
9687028
9687027
9687024
9682205
9682204
9682203
9681688
9675569
9675548
9675117
9675113
9675109
9675107
9668969
9668523
9662462
9661878
9656993
9656033
9655890
9649501
9649467
9649454
9648905
9642980
9642975
9642557
9642397
9636471
9629968
9629832
9629394
9623592
9623205
9623204
9615607
9610413
9609893
9604016
9603389
9597466
9597453
9596887
9596886
9596883
9596824
9596823
9596822
9592361
9592180
9586004
9585835
9581586
9580456
9579295
9572936
9572935
9572810
9572373
9566273
9565875
9565874
9555227
9555226
9555203
9555199
9554595
9554594
9551003
9550031
9549896
9549841
9549572
9545489
9542826
9538790
9538788
9538786
9538781
9532605
9532595
9522249
9519962
9517204
9511021
9510624
9510623
9498588
9498454
9498002
9497998
9497997
9497996
9497994
9497993
9486597
9486014
9480284
9474725
9474306
9474305
9468728
9463290
9463277
9463190
9457146
9456635
9456633
9452272
9452259
9452258
9451793
9446197
9446004
9440035
9440034
9439907
9439862
9433736
9433588
9427711
9427536
9427026
9427024
9427022
9420831
9415108
9408987
9408986
9408416
9402825
9402810
9402809
9402422
9402421
9399110
9387218
9380813
9380810
9375540
9370629
9364800
9364431
9360400
9358417
9358296
9352288
9352114
9351936
9351522
9347866
9345269
9339617
9339061
9333311
9332879
9327088
9327087
9326549
9326547
9320300
9320299
9308336
9308208
9302060
9301549
9301548
9295286
9283191
9282772
9282770
9282768
9272103
9271953
9271528
9271527
9265749
9259035
9259033
9254500
9254271
9249099
9247771
9243021
9242056
9242055
9233217
9233158
9227031
9227029
9226525
9220855
9220715
9220692
9220303
9220294
9215895
9211382
9205206
9205090
9205059
9192718
9192641
9186860
9185936
9185931
9180264
9180262
9180124
9179707
9179700
9168341
9168316
9168232
9167849
9161908
9161573
9155848
9155329
9138550
9138016
9132248
9131733
9125437
9119846
9119776
9114075
9114074
9114073
9113659
9108211
9108012
9101729
9097693
9095676
9095653
9095175
9089168
9084566
9078985
9078475
9072846
9072691
9072464
9072322
9067029
9066957
9066854
9066542
9061352
9061006
9060929
9060715
9060546
9056175
9056173
9056044
9055770
9050431
9050425
9050424
9050267
9044035
9041925
9040582
9028803
9027565
9027550
9023826
9022039
9022029
9022026
9018193
9016274
9016273
9016272
9011882
9010337
9010335
9008765
9004073
8999405
8999379
8997754
8997753
8992974
8991402
8991387
8986668
8980276
8974365
8968801
8967141
8961492
8960198
8960197
8955524
8955522
8955512
8952038
8951529
8950395
8948578
8944059
8940772
8936160
8931492
8925555
8921395
8921356
8915254
8915250
8910625
8909487
8905982
8905964
8905040
8905037
8900208
8899240
8895081
8893726
8877162
8876785
8875715
8875705
8875697
8871243
8869792
8863756
8859750
8859593
8858919
8852224
8851083
8851068
8846092
8845592
8841345
8841329
8840550
8833364
8828361
8826916
8821801
8820330
8813759
8813743
8807143
8807140
8802596
8800555
8800550
8794490
8783249
8781306
8778394
8778393
8777907
8776786
8771736
8770206
8770187
8766790
8759282
8758808
8757147
8757146
8752557
8752545
8746247
8746240
8741935
8741348
8739788
8739787
8739786
8738395
8734392
8733368
8733346
8733345
8729108
8728444
8728443
8725529
8722666
8720451
8720435
8716313
8715715
8714163
8714150
8712794
8709505
8707965
8706518
8703809
8701658
8694330
8689805
8689803
8689786
8684002
8669254
8668972
8668928
8663680
8663659
8662361
8662087
8648082
8646462
8646461
8642627
8642016
8640713
8640698
8637469
8636012
8634709
8623332
8623331
8622973
8622057
8618118
8616418
8616217
8613958
8609028
8607786
8597183
8596264
8591866
8579856
8578942
8573203
8555873
8550069
8550068
8545870
8544468
8539959
8538707
8534280
8534277
8529914
8529875
8528569
8528557
8524196
8522774
8512213
8511304
8508732
8506996
8506991
8505548
8501164
8499966
8496002
8495998
8490628
8485982
8485179
8470366
8459271
8453601
8450309
8440791
8434499
8434496
8434478
8424540
8424539
8424537
8424517
8413652
8408200
8397714
8393334
8393331
8387612
8383149
8381739
8377965
8377869
8377009
8375947
8371310
8357114
8353302
8353288
8349294
8336557
8333190
8333187
8324157
8322350
8314591
8309531
8302611
8291918
8273731
8263572
8256433
8251060
8251055
8246725
8245708
8242144
8242137
8242130
8240304
8235057
8235037
8232265
8232072
8231900
8226978
8226974
8226916
8210182
8206668
8205622
8205621
8205612
8205611
8202535
8191555
8187637
8173107
8166970
8165460
8163780
8158773
8142339
8127772
8123082
8109277
8109276
8109266
8100134
8093273
8083997
8075911
8074644
8066011
8061351
8057742
8042550
8025051
8021344
8003080
7997280
7988952
7987856
7987846
7981869
7980243
7973068
7963466
7958892
7946293
7942380
7942147
7934498
7915223
7914517
7913688
7913686
7905230
7900637
7896005
7891358
7891352
7883032
7878963
7874296
7871598
7866324
7861726
7861710
7856991
7856990
7850619
7846915
7845359
7838539
7833146
7832410
7832397
7827997
7827983
7826726
7820210
7815943
7793655
7786174
7784460
7780981
7767872
7767698
7766018
7766013
7757698
7752058
7748377
7743773
7743766
7735494
7735488
7735486
7721734
7721730
7718677
7713518
7700777
7686016
7675425
7669604
7658122
7654945
7654261
7648982
7648981
7647928
7645383
7624739
7622136
7618594
7604006
7601337
7594509
7581540
7560076
7538071
7537009
7537005
7524484
7517865
7510702
7507809
7507398
7507397
7504381
7500479
7491047
7490603
7485285
7473416
7472705
7469700
7468179
7465437
7465436
7465435
7464704
7458374
7458373
7454267
7451764
7449175
7449174
7449172
7445768
7442368
7434584
7427417
7415982
7398948
7396341
7393875
7387788
7387129
7370435
7344740
7334580
7331339
7281539
7278427
7278424
7278419
7267120
7243659
7240678
7237558
7213593
7199153
7186958
7169378
7160904
7152597
7143766
7140365
7131599
7115250
7115085
7111756
7108847
7104470
7100839
7100618
7094392
7090830
7087217
7087216
7082947
7078020
7078019
7078018
7078017
7074812
7072738
7070766
7070765
7070764
7070763
7070762
7070761
7067114
7063832
7063831
7063830
7060254
7052680
7052679
7048953
7048909
7047968
7045118
7033575
7029692
7029658
7028686
7022312
7021309
7018620
7014841
7014840
7013889
7013888
7011820
7011093
7008616
7008615
7005122
7005121
7004162
6998422
6994843
6990978
6990975
6977042
6974588
6968840
6946485
6923179
6923175
6921541
6918547
6911475
6907879
6907877
6899897
6899099
6893655
6889687
6884408
6877382
6874507
6871648
6861443
6855310
6854470
6852741
6846413
6845770
6845216
6841161
6828336
6823862
6820612
6814955
6814954
6805854
6804458
6803031
6799576
6797259
6792946
6789546
6786216
6783753
6780400
6780399
6779521
6776978
6772756
6769436
6769428
6761172
6748955
6748949
6743812
6743415
6740309
6740308
6740307
6737042
6736135
6729334
6726124
6720340
6716417
6716416
6716415
6715487
6713470
6705312
6701928
6701922
6694975
6688497
6688304
6682716
6681762
6679374
6669059
6655379
6651654
6647987
6645470
6629526
6626182
6620851
6619284
6610624
6606989
6598603
6596740
6595209
6586449
6584971
6583160
6582737
6578571
6568402
6568390
6562836
6557548
6550474
6541478
6536431
6526976
6524607
6521259
6520673
6520384
6514516
6510846
6502582
6497373
6482391
6482225
6479076
6469055
6464661
6462086
6457475
6448276
6447816
6443151
6443146
6435179
6431176
6431171
6431167
6431166
6427681
6422244
6417205
6412494
6409991
6408854
6406004
6402733
6402055
6390291
6371127
6369052
6362227
6360929
6352152
6349728
6349719
6345625
6342496
6337328
6325063
6325061
6318376
6315112
6311694
6294194
6280761
6277870
6276360
6268386
6263872
6250298
6248760
6244265
6238689
6234169
6228394
6224897
6223744
6218383
6216705
6211194
6206847
6206007
6202650
6196431
6196218
6192882
6187756
6184248
6182669
6177451
6176237
6176234
6167880
6166044
6165497
6158530
6145503
6135107
6131570
6131567
6123068
6117889
6116233
6102036
6099517
6098620
6098615
6095134
6092522
6089857
6085753
6085745
6077846
6076520
6073628
6071498
6068199
6056118
6043224
6041503
6040560
6024090
6016801
6014969
6012459
6006757
6004970
6003512
5996587
5996579
5988160
5979459
5972974
5970973
5964416
5964223
5942241
5941240
5939100
5937852
5935604
5921232
5918594
5916906
5915388
5915378
5908479
5895370
5894841
5893371
5889029
5889028
5888477
5887118
5884620
5881716
5873359
5873358
5869505
5869503
5868131
5865186
5865172
5855307
5846983
5840279
5839449
5839429
5836300
5833093
5833066
5826570
5824334
5823178
5821245
5819756
5813397
5810018
5810003
5803063
5801171
5799651
5787902
5783207
5780051
5779122
5776957
5776956
5765548
5755218
5752527
5747512
5746227
5743252
5743250
5738120
5735263
5730118
5725876
5724959
5724957
5721257
5718355
5718250
5718222
5713349
5709202
5707872
5706800
5704344
5694919
5692493
5691365
5687746
5672581
5664557
5662920
5660166
5656255
5655517
5655516
5645049
5639441
5638833
5633008
5622162
5612357
5611444
5608647
5603947
5599554
5598853
5598835
5596007
5593684
5591125
5582589
5573774
5570683
5564442
5560353
5559124
5554110
5553791
5549906
5549125
5544646
5542410
5536503
5536241
5535735
5533497
5533305
5529078
5522383
5522378
5520166
5519044
5511538
5510355
5507278
5507277
5501236
5501234
5497791
5497764
5497763
5495859
5490630
5485827
5484602
5479920
5472001
5470309
5469870
5469750
5464028
5458136
5458106
5450336
5441060
5439011
5438982
5435326
5423336
5421819
5421482
5415161
5414005
5411739
5404871
5403595
5402803
5400808
5396910
5396907
5396883
5394895
5394869
5394866
5392792
5392768
5390864
5388595
5386825
5364838
5364630
5363842
5362496
5360023
5355872
5353814
5333106
5331981
5331953
5326563
5323936
5322057
5309898
5301664
5301663
5299565
5298257
5288498
5288497
5280784
5276043
5272168
5272155
5271419
5242935
5242934
5239991
5239989
5235969
5232933
5230896
5227391
5205282
5198459
5186166
5178166
5176328
5167242
5165392
5160518
5158771
5156776
5150725
5148801
5147654
5135753
5132114
5122127
5113878
5105839
5086765
5080093
5069904
5058608
5056511
5055478
5048545
5044565
5040527
5039680
5038769
5038431
5033484
5020530
5016652
5007439
5004610
4993436
4993435
4967773
4953572
4951659
4949736
4949715
4947875
4946853
4945929
4943435
4942887
4922901
4920989
4911684
4908213
4907605
4907583
4904308
4899766
4898190
4896541
4885173
4867182
4865055
4865053
4863737
4852590
4848375
4841994
4839174
4834117
4832015
4821745
4819629
4817638
4809718
4809717
4807647
4807646
4806356
4800903
4793366
4790332
4784632
4776354
4774972
4773435
4767808
4766911
4757828
4754766
4750484
4748181
4745925
4736755
4732167
4730500
4727892
4726385
4724848
4723561
4718438
4718437
4718436
4718435
4716912
4715387
4709711
4708150
4706663
4702415
4702263
4700725
4700724
4699158
4699136
4694824
4693265
4690332
4687009
4687008
4681125
4677996
4677995
4677975
4675064
4671953
4665069
4660576
4658838
4655231
4653494
4649945
4649944
4649943
4649942
4649941
4649911
4648413
4646763
4646762
4644964
4644963
4643206
4638820
4638819
4638818
4637409
4635857
4635651
4631045
4627430
4620670
4620557
4620553
4617946
4616664
4615344
4614199
4611607
4608999
4602647
4601298
4600027
4597961
4593707
4587982
4585015
4583560
4582073
4582072
4582071
4580584
4579858
4576187
4570649
4570646
4566451
4565302
4564030
4559955
4557281
4552158
4550740
4545391
4542754
4540005
4535793
4532943
4527573
4527572
4526183
4524785
4523589
4517996
4515170
4506683
4503869
4499912
4498488
4498487
4495944
4492240
4488563
4481959
4481954
4480649
4478229
4476882
4474192
4463770
4454877
4453542
4452239
4438776
4433696
4433684
4424819
4423744
4407279
4406295
4406294
4402315
4396015
4393884
4387728
4386618
4380241
4373539
4365641
4362172
4362171
4357950
4355995
4343319
4342322
4340072
4338956
4334531
4328796
4303083
4301816
4294265
4291711
4273142
4273141
4262666
4261354
4260523
4258730
4256122
4254782
4253468
4244361
4237908
4232574
4219033
4219030
4215708
4213470
4211244
4207888
4198992
4175571
4174719
4171000
4158364
4157721
4150071
4141369
4135523
4131119
4127025
4119105
4114608
4109656
4106503
4098273
4096867
4086918
4066088
4049005
4047525
4042698
4038994
4036224
4033362
4014336
4005711
3998226
3980074
3977432
3964478
3961064
9826776
9814261
9801410
9788569
9763473
9756875
9750280
9693582
9675103
9669357
9668514
9642395
9629391
9603385
9486009
9468232
9462827
9433240
9420826
9414624
9351521
9351520
9282767
9282765
9237769
9161572
9149067
9125435
9119421
9113658
9107452
9095173
9072319
9066540
9034431
8978661
8950409
8944073
8905041
8800570
8701681
8701680
8701678
8662086
8646598
8631803
8602036
8584854
8578943
8555897
8528567
8496012
8469038
8464727
8448646
8443812
8439047
8434495
8413665
8393335
8393333
8360073
8356607
8353301
8353300
8349763
8281793
8256434
8215316
8176923
8161979
8118035
8113216
8061362
8056566
8051859
8051857
8042552
8020567
8015979
8011374
8006703
8001979
7997281
7992575
7950400
7934510
7879128
7878211
7856992
7819123
7803201
7757699
7757697
7743772
7712472
7712471
7690387
7677255
7677254
7640936
7624739
7604008
7569510
7568485
7560410
7549427
7509961
7491675
7377281
7357903
7325548
7299807
7293564
7243658
7168431
7165553
7152609
7028694
7017585
7011096
7004993
6959712
6874508
6868855
6860273
6857431
6789548
6782892
6755200
6748955
6732742
6701936
6668838
6564808
6378528
6371127
6334448
6180914
6172328
6164443
6053175
5762074
5713376
5671758
5657773
5645089
5529077
5396911
5370139
5307821
5092352
5060663
4987906
4889142
4825884
4821749
4819667
4744375
4716911
4715388
4700722
4677994
4674519
4665931
4660577
4607646
4580580
4528993
4505281
4485829
4480507
4452260
4394180
4388933
4383537
4366824
4366823
4363330
4362170
4356747
4339974
4330002
4327375
4324233
4323149
4319592
4313435
4305408
4303081
4296405
4295479
4285258
4275627
4267848
4262683
4261374
4257430
4256124
4249439
4248251
4246911
4245531
4243057
4243055
4236538
4236536
4236533
4235251
4233994
4226148
4223684
4222396
4216784
4213468
4205914
4204145
4203453
4194514
4193412
4193313
4192324
4191198
4186757
4183364
4183362
4182348
4177822
4148324
4148238
4144896
4132398
4128214
4125118
4114629
4112799
4103692
4096775
4095606
4094325
4061148
4055191
4047535
4033358
4010763
3946747
3939740
3930508
9560879
9532594
9518779
9480283
9427018
9333530
9185934
9016285
9011603
8863657
8783320
8685186
8522793
8382922
8381736
8327855
8282739
8281931
8171941
8118033
8113214
8051858
8042551
7874295
7832411
7802578
7775217
7749344
7624740
7584758
7568485
7448391
7448390
7335847
7322361
7320326
7296578
7276120
7275548
7185658
7159594
7047982
7028694
6931758
6880814
6782890
6779527
6752156
6745778
6732740
6718988
6647878
6591840
6581608
6542234
6516809
6510855
6502581
6463794
6443160
6371126
6286515
6273093
6269550
6263881
6223454
6185843
6180914
6172328
6158441
6155269
6148541
6095151
6082550
6062238
6032384
5964225
5908033
5901709
5859412
5755238
5720306
5676164
5526581
5515775
5431175
5425384
5383479
5373861
5339837
5335590
5251648
5249587
5222509
5193556
5163454
5161548
5125420
5117844
5103842
5052412
5050318
5022416
5012823
5002072
4995405
4993434
4984587
4984374
4979521
4967769
4966170
4962773
4949735
4932424
4913166
4899765
4898189
4887619
4817638
4815482
4788989
4766911
4763672
4757830
4730627
4729388
4709709
4709708
4651758
4640299
4619278
4619276
4583559
4583558
4578878
